NN;Nom;Prenom;Annee;Trimestre;BrutTrimestriel
87042878833;Robin;Youssef;2026;1;770.82
2080249953;Roche;Vincent;2026;1;1326.81
98121472923;Bernard;Romain;2026;1;747.11
87000239514;Roger;Valérie;2026;1;1641.90
92082572924;Fabre;Sophie;2026;1;9126.33
82080165130;Renard;Khalid;2026;1;3187.49
73102056649;Dubois;Grégory;2026;1;2562.44
87101069331;Legrand;Marine;2026;1;1767.05
6102455319;Lemoine;Justine;2026;1;4151.35
6013167512;Vidal;Sébastien;2026;1;8286.47
95051279995;Henry;Laura;2026;1;1709.10
89040772688;Boyer;Benjamin;2026;1;4952.45
2000222379;Masson;Sophie;2026;1;1403.69
79121557737;Roche;Ibrahim;2026;1;4434.30
76022858786;Brun;Nicolas;2026;1;12541.74
6061354142;Durand;Nicolas;2026;1;1693.80
85090574778;Perrin;Sophie;2026;1;1456.16
83052666443;Mathieu;Aurélie;2026;1;8059.39
81000087055;Gautier;Aurélie;2026;1;4496.85
97030165713;Lemoine;Sébastien;2026;1;1262.53
84081254146;Moreau;Amélie;2026;1;8364.42
87091570853;Lambert;Sébastien;2026;1;3925.28
89071279584;Michel;Antoine;2026;1;5454.30
95091972584;Roussel;Sophie;2026;1;598.99
72122450877;Meunier;Louis;2026;1;2261.53
2110750713;Giraud;Sébastien;2026;1;1538.56
84100178351;Denis;Vincent;2026;1;4198.33
2031729068;Schmitt;Antoine;2026;1;4865.37
88061078727;Brun;Benjamin;2026;1;4442.02
89041168311;Renaud;Olivier;2026;1;2217.40
4032251724;Blanc;Grégory;2026;1;3468.16
91113054558;Michel;Claire;2026;1;13318.85
2122751987;Henry;Vincent;2026;1;12795.42
98050165748;Simon;Romain;2026;1;4932.44
5073152388;Roche;Damien;2026;1;1160.27
81010275124;Picard;Émilie;2026;1;10964.36
99031444967;Fontaine;Camille;2026;1;2434.30
5052455360;Mercier;Amélie;2026;1;8369.51
79090949485;Lemaire;Chloé;2026;1;1834.04
85041267502;Lambert;Manon;2026;1;2967.21
93050787629;Lemoine;Nora;2026;1;560.38
1011057357;Rivière;Delphine;2026;1;1686.36
2040134812;Gauthier;Maxime;2026;1;645.89
72122169082;Henry;Anissa;2026;1;7849.82
1062755189;Rey;Benjamin;2026;1;1093.59
90000327768;Boyer;Laura;2026;1;11116.51
88021357227;Blanchard;Ibrahim;2026;1;9664.00
90030774088;Meyer;Anissa;2026;1;8634.16
94012346946;Aubert;Maxime;2026;1;4828.76
80020760605;Blanchard;Nora;2026;1;8780.76
84041760892;Clément;Vincent;2026;1;4708.24
3000284560;Garcia;Manon;2026;1;3411.84
92120648887;Blanchard;Adam;2026;1;6743.82
95120252836;Lemoine;Mehdi;2026;1;3013.48
6103154115;Lefebvre;Samira;2026;1;3436.94
99112760067;Durand;Aurélie;2026;1;7258.19
3010528651;Brun;Émilie;2026;1;830.49
90011074774;Dumont;Delphine;2026;1;5765.96
93091394007;Dumont;Maxime;2026;1;2816.47
88102351633;Moreau;Chloé;2026;1;261.25
87010571695;Giraud;Thomas;2026;1;5615.32
2011650365;Fabre;Antoine;2026;1;581.30
3052647536;Dufour;Nicolas;2026;1;9435.38
99061578117;Clément;Émilie;2026;1;8297.83
80010958061;François;Pierre;2026;1;6806.34
79091467644;Barbier;Amélie;2026;1;8663.22
68071259042;Clément;Émilie;2026;1;1115.25
93092486840;Moreau;Émilie;2026;1;4911.14
2122641923;Lambert;Nicolas;2026;1;3322.08
99050848135;Lemaire;Mathieu;2026;1;1341.31
95042467744;Leclerc;Amélie;2026;1;1577.63
99091264273;Leroy;Vincent;2026;1;4997.30
82633834;Roussel;Aïcha;2026;1;2657.63
4041544027;Lambert;Pauline;2026;1;496.87
98022086525;Robin;Camille;2026;1;9973.78
80000131475;Marie;Romain;2026;1;4791.30
94112652765;Gauthier;Anissa;2026;1;11789.80
93032858168;Bernard;Laura;2026;1;3730.31
98111373837;Rivière;Samira;2026;1;1357.58
93061349345;Lemoine;Nora;2026;1;9238.31
89111367013;Masson;Romain;2026;1;4490.23
92000090260;Bernard;Claire;2026;1;2273.35
98062576107;Noël;Chloé;2026;1;2497.58
90072950084;Picard;François;2026;1;4198.76
91062780250;Chevalier;Samira;2026;1;868.74
96052380769;Meunier;Rachid;2026;1;6664.64
94120261525;Dumas;Nassim;2026;1;8571.58
94061479030;Muller;Vincent;2026;1;3476.69
92071524921;Moreau;Benjamin;2026;1;3976.16
21749310;Mercier;Bilal;2026;1;6384.22
95041369169;Dumont;Élise;2026;1;6162.04
3111743795;Mathieu;Camille;2026;1;878.74
83000215573;Lucas;Sophie;2026;1;2595.06
86070767795;Marie;Leïla;2026;1;1843.14
95081182424;Renaud;Marine;2026;1;2166.63
3021448772;Arnaud;Khalid;2026;1;5611.13
88041584992;Marchand;Benjamin;2026;1;1938.85
97052980212;Michel;Grégory;2026;1;1061.29
99101870828;Masson;Camille;2026;1;2461.71
74013055311;Roussel;Fatima;2026;1;4284.76
88000243988;Dumont;Camille;2026;1;1263.42
78090564137;Barbier;Ibrahim;2026;1;1768.35
68091663387;Boyer;Sébastien;2026;1;2891.52
97121272962;Lefebvre;Leïla;2026;1;14550.80
91030881504;Leroy;Émilie;2026;1;12441.63
97040559658;Perrin;Nora;2026;1;8247.70
5000085357;Gautier;Hugo;2026;1;9810.64
91060575677;Garcia;Nora;2026;1;2894.77
88092973515;Arnaud;Youssef;2026;1;8224.10
89073056466;Dubois;Camille;2026;1;2384.77
84011560735;Fabre;Julien;2026;1;681.84
84082762297;Perrin;Sarah;2026;1;2435.52
92020860930;Picard;Sébastien;2026;1;3441.32
93021778887;Roussel;Sophie;2026;1;1509.21
91081562321;Lemaire;François;2026;1;364.57
94122973565;Philippe;Nassim;2026;1;5615.88
93032055345;Martin;Nicolas;2026;1;2159.01
5061451319;Clément;Sophie;2026;1;4801.20
91061479856;Petit;Nora;2026;1;6875.89
76111854209;Gérard;Romain;2026;1;1221.88
97032172920;Lambert;Céline;2026;1;6517.32
74121664033;Vidal;Nassim;2026;1;2983.82
91112569855;Simon;Amélie;2026;1;3662.92
76071455093;Bourgeois;Céline;2026;1;1516.30
89100270411;Payet;Sophie;2026;1;5376.50
96102746931;Nguyen;Nadia;2026;1;1180.84
1081931792;Fontaine;Maxime;2026;1;373.63
5103173789;Bourgeois;Fatima;2026;1;915.13
94013061677;Brun;Amélie;2026;1;4951.07
84102696985;Martin;Élise;2026;1;2566.26
96040170746;Joly;Rachid;2026;1;4482.06
83031576366;Clément;Delphine;2026;1;1918.64
93060280761;Gauthier;Charlotte;2026;1;869.92
91030181520;Garcia;Charlotte;2026;1;3358.71
92050871542;Rey;François;2026;1;14844.41
5091950493;Masson;Mathieu;2026;1;3834.26
96100181973;Rousseau;Grégory;2026;1;3051.03
97091578787;Petit;Camille;2026;1;4745.39
5040646995;Renard;Camille;2026;1;2076.78
85092667802;Denis;François;2026;1;10388.25
62351332;Legrand;Charlotte;2026;1;8918.32
88031352284;Moreau;Anissa;2026;1;8885.18
79081848808;Gaillard;Louis;2026;1;3920.45
89000230351;Roger;Romain;2026;1;5317.56
99102979103;Petit;Karim;2026;1;445.82
85070368490;Colin;Mehdi;2026;1;9255.20
83052570037;Denis;Yasmina;2026;1;4524.85
77090967754;Clément;Pierre;2026;1;3569.55
81112068508;Leroy;Inès;2026;1;4923.03
87000245353;Legrand;Inès;2026;1;6471.73
80042060815;Muller;Nora;2026;1;10894.13
89123058580;Lacroix;Élise;2026;1;3828.67
4122753318;Legrand;Valérie;2026;1;7349.37
98042472559;Rey;Salima;2026;1;1468.84
96051584973;Muller;Anissa;2026;1;2851.74
87021455293;Leroy;Leïla;2026;1;33467.49
98110315745;Noël;Aïcha;2026;1;7474.92
90090474026;Gautier;Julien;2026;1;1316.02
1122644771;Clément;Thomas;2026;1;6618.03
87011573072;Bernard;Julien;2026;1;3065.56
7071758701;Aubert;Nicolas;2026;1;4361.35
92082473845;Bourgeois;Sébastien;2026;1;4068.18
88012073337;Guérin;Julien;2026;1;756.08
82051771052;Guérin;Delphine;2026;1;11325.85
88051772863;Renaud;Manon;2026;1;11488.86
97111648780;Marie;Louis;2026;1;12292.60
82092267265;Fontaine;Mathieu;2026;1;5979.74
76042063697;Perrin;François;2026;1;6342.98
92051540644;Schmitt;Maxime;2026;1;9529.63
4021749988;Colin;Justine;2026;1;740.30
87030165301;Aubert;Delphine;2026;1;1285.32
91110154060;Lambert;Nicolas;2026;1;6178.15
7011057584;Lemoine;Nassim;2026;1;1722.75
89000082871;Philippe;Camille;2026;1;9205.91
91120675095;Picard;Leïla;2026;1;4686.82
5011347057;Lemoine;Julien;2026;1;8554.68
5000083971;Joly;Marine;2026;1;3162.40
254902;Dumas;Benjamin;2026;1;3256.95
99081778762;Blanchard;Cédric;2026;1;1662.28
98020580748;Picard;Romain;2026;1;4744.63
86000227120;Petit;Sophie;2026;1;3628.40
99111676835;Dubois;Cédric;2026;1;4255.11
4020239857;Leroy;Sarah;2026;1;12521.49
51339159;Lefebvre;Mathieu;2026;1;6286.65
92022770444;Gérard;Sébastien;2026;1;6573.90
77041579512;Roy;Justine;2026;1;1236.04
97032779367;Boyer;Anissa;2026;1;406.16
87030166190;Chevalier;Yasmina;2026;1;8758.89
84081665506;Blanchard;Romain;2026;1;14430.57
93101062432;Caron;Julien;2026;1;1265.61
4021057726;François;Mathieu;2026;1;6585.00
94032178991;Duval;Thomas;2026;1;1009.08
97070372708;Pierre;Amélie;2026;1;9679.69
60011156284;Chevalier;Chloé;2026;1;878.46
95061064822;Gérard;Samira;2026;1;1400.65
72050971181;Giraud;Olivier;2026;1;1253.04
87030373751;Brun;Sébastien;2026;1;1232.24
82012770520;Legrand;Nassim;2026;1;2112.26
97000307529;Clément;Karim;2026;1;8925.92
4011127795;Gérard;Claire;2026;1;6641.86
88060671525;Noël;Justine;2026;1;505.85
89102152112;Durand;Louis;2026;1;6548.25
3062351395;Laurent;Cédric;2026;1;1927.98
85091667613;Roy;Sébastien;2026;1;7133.72
96110570376;Giraud;Charlotte;2026;1;1229.25
80000317557;Picard;Valérie;2026;1;8557.56
1121351505;Masson;Camille;2026;1;1637.73
4103135166;Colin;Sophie;2026;1;697.60
88011860531;Arnaud;Élise;2026;1;12003.46
89022873220;Blanchard;François;2026;1;1118.32
98052358146;Gautier;Anissa;2026;1;7983.69
93021275180;Noël;Camille;2026;1;8048.60
92062058315;Leroy;Damien;2026;1;4614.48
92101068844;Philippe;Adam;2026;1;6073.04
99020280366;Noël;Élise;2026;1;2137.69
74000310303;Gaillard;Anissa;2026;1;2864.16
83012873281;Roche;Rachid;2026;1;3657.87
88050965783;Pierre;Grégory;2026;1;4543.53
72072072542;Morin;Nassim;2026;1;817.21
86062083525;Blanc;François;2026;1;6562.75
4121830729;Garcia;Fatima;2026;1;2744.59
88091157734;Lefebvre;Céline;2026;1;6057.17
77100250852;Mathieu;Amélie;2026;1;3528.35
99010572151;Lemaire;Karim;2026;1;7211.86
84102261673;Gauthier;Salima;2026;1;6081.57
64112057453;Noël;Rachid;2026;1;3640.45
95120174246;Gérard;Rachid;2026;1;9573.03
86082670685;Dumont;Claire;2026;1;3727.70
96092580341;Mercier;Valérie;2026;1;3.63
96030670189;Lemoine;Olivier;2026;1;2952.44
92051974174;Aubert;Inès;2026;1;2948.43
88112365595;Petit;Élise;2026;1;1707.37
95112068907;Brun;Valérie;2026;1;3588.86
95000428340;Schmitt;Valérie;2026;1;4022.17
88071577788;Giraud;Nassim;2026;1;2487.64
93051365174;Robin;Adam;2026;1;3473.21
256385;Guérin;Nora;2026;1;7504.99
81072560705;Fontaine;Rachid;2026;1;12956.81
79102367771;Joly;Fatima;2026;1;5581.76
87032080654;Gérard;Pauline;2026;1;1958.99
91101083273;Renaud;Khalid;2026;1;2817.51
99050665419;Roy;Élise;2026;1;7490.98
77022565532;Picard;Pauline;2026;1;5660.56
81020161008;Mathieu;Delphine;2026;1;1500.30
90030174767;Lemaire;Mathieu;2026;1;5834.39
80021057246;Guérin;Nora;2026;1;4458.60
83000104024;Muller;Karim;2026;1;13746.06
92030577459;Lemoine;Khalid;2026;1;1427.93
99011663006;Legrand;Samira;2026;1;2454.76
95042251275;Moreau;Fatima;2026;1;2963.10
79033059687;Blanc;Delphine;2026;1;2098.34
122332766;Garcia;Salima;2026;1;1410.18
87062762843;Olivier;Antoine;2026;1;6590.37
20254520;Gérard;Karim;2026;1;3156.76
99020656686;Barbier;Thomas;2026;1;6838.69
91092954475;Noël;Antoine;2026;1;454.95
97031558751;Leclerc;Grégory;2026;1;4001.63
90022778419;Bernard;Salima;2026;1;296.56
95000076863;Brunet;Salima;2026;1;5491.91
93080863468;Fontaine;Yasmina;2026;1;4717.28
82032755686;Lacroix;Anissa;2026;1;3451.03
85000091297;Blanc;Romain;2026;1;858.56
91020267130;Petit;Nora;2026;1;5624.44
99030380046;Benoit;Ibrahim;2026;1;13.66
77020644239;Brunet;Pierre;2026;1;1980.15
2090649442;Caron;Leïla;2026;1;5795.22
93121847453;Garnier;Nicolas;2026;1;1416.91
1021727753;Dubois;Chloé;2026;1;3008.63
5120648043;Brunet;Fatima;2026;1;2004.49
96030772733;Roy;François;2026;1;8287.18
79000231919;Leclerc;Louis;2026;1;9045.66
99031447145;Leclerc;Olivier;2026;1;4580.04
4030628062;Bernard;Youssef;2026;1;6413.12
1011751995;Mathieu;Inès;2026;1;1009.66
93071969558;Barbier;Sébastien;2026;1;5327.53
91080869661;Rousseau;Pauline;2026;1;2283.24
83030869157;Lemoine;Laura;2026;1;13265.69
12748106;Vincent;Cédric;2026;1;7326.92
2022247814;Gauthier;Quentin;2026;1;1768.94
79050766444;Masson;Hugo;2026;1;2939.54
90071774505;Roy;Julien;2026;1;4225.63
6000065582;Laurent;Leïla;2026;1;683.36
84072669448;Dumont;Quentin;2026;1;5327.72
92000077887;Barbier;Bilal;2026;1;1666.81
5061741131;Joly;Damien;2026;1;6431.35
71637596;Renaud;Romain;2026;1;11503.61
94022861746;Robin;Nicolas;2026;1;6433.45
83101558995;Garcia;Charlotte;2026;1;6395.96
88051562928;Roger;Samira;2026;1;1973.70
98092280475;Boyer;Olivier;2026;1;2935.48
80000157805;Gérard;Benjamin;2026;1;2582.84
99012876890;Blanc;Hugo;2026;1;5541.61
90061174185;Lacroix;Anissa;2026;1;14688.08
52829296;Giraud;Laura;2026;1;3992.24
83000100658;Mathieu;Leïla;2026;1;4368.54
85041567905;Morin;Olivier;2026;1;2930.93
85032868587;Philippe;Nassim;2026;1;8754.08
81102362271;Fabre;Aïcha;2026;1;5888.21
85072966904;Meunier;Élise;2026;1;4273.76
69112254233;Caron;Mehdi;2026;1;9385.99
96112276982;Dumas;Sébastien;2026;1;708.15
6090934390;Perrin;Antoine;2026;1;6581.11
96053064719;Muller;Cédric;2026;1;5549.62
97071180677;Meyer;Adam;2026;1;2503.33
85110157197;Brun;Valérie;2026;1;8230.56
5122751359;Pierre;Camille;2026;1;2504.14
97072874615;Guérin;Louis;2026;1;273.57
1080150556;Marchand;Bilal;2026;1;1329.15
80012166997;Joly;Julien;2026;1;10374.08
93040671915;Arnaud;Aïcha;2026;1;1252.07
3000289114;Morin;Camille;2026;1;1346.78
98102546144;Duval;Sébastien;2026;1;1830.61
83121567721;Fontaine;Aïcha;2026;1;7663.31
1020655508;Masson;Élise;2026;1;2760.32
98081561579;Fontaine;François;2026;1;4955.79
4041130786;Joly;Aurélie;2026;1;9658.20
99121958439;Martin;Rachid;2026;1;1605.61
94011562236;Lemoine;Ibrahim;2026;1;5762.82
86121357057;Lefebvre;Camille;2026;1;4673.71
76000252937;Schmitt;Thomas;2026;1;1754.14
80052663113;Picard;Maxime;2026;1;535.93
99101053949;Vincent;Camille;2026;1;7944.85
96022568315;Marchand;Aurélie;2026;1;1140.78
89020706457;Laurent;Émilie;2026;1;1846.49
80456381;Aubert;Damien;2026;1;6826.24
85061510709;Gaillard;Mehdi;2026;1;1674.51
82020566548;Renard;Youssef;2026;1;2791.05
83120555258;Bourgeois;Chloé;2026;1;1596.64
90042375783;Dufour;Salima;2026;1;4417.34
86071070574;Gaillard;Karim;2026;1;1760.87
87030164905;Brun;Marine;2026;1;1165.94
85072256131;Lambert;Nicolas;2026;1;712.07
30651336;Brun;Bilal;2026;1;240.47
94020173361;Aubert;Camille;2026;1;10065.56
98042271730;Vincent;Ibrahim;2026;1;750.71
85120363181;Roy;Manon;2026;1;2527.27
89081348085;Dumont;Laura;2026;1;2900.37
71081458656;Petit;Delphine;2026;1;5201.22
97061278462;Gaillard;Khalid;2026;1;4452.62
60121851595;Marie;Inès;2026;1;5699.04
98040548989;Vidal;Nicolas;2026;1;2149.15
95000443978;Benoit;Sarah;2026;1;4738.25
94091681365;Lambert;Vincent;2026;1;11336.84
4110129658;Martin;Romain;2026;1;4773.80
79112454484;Renaud;Nora;2026;1;5910.56
92041860143;Renaud;Sébastien;2026;1;1921.12
77051865173;Caron;Cédric;2026;1;4767.73
86060157777;Laurent;Nora;2026;1;5876.94
75052264910;Masson;Grégory;2026;1;6733.84
2000220302;Laurent;Nora;2026;1;2983.99
52550867;Vincent;Manon;2026;1;9316.42
4062354584;Muller;Salima;2026;1;5286.97
87030267150;Barbier;Antoine;2026;1;5814.17
83101463381;Roy;Nicolas;2026;1;9543.74
72030174183;Muller;Justine;2026;1;2803.58
89071649768;Muller;Cédric;2026;1;2351.02
2042946822;Boyer;Sébastien;2026;1;4536.85
91042372242;Dufour;Damien;2026;1;9047.31
94010481873;Roche;Chloé;2026;1;5966.76
88122969774;Laurent;Aurélie;2026;1;2366.06
61060166348;Lacroix;Benjamin;2026;1;2201.25
204917;Bernard;Cédric;2026;1;11058.82
91000270381;Fontaine;Mehdi;2026;1;1129.19
82052569521;Dufour;Amélie;2026;1;10409.02
86112165021;Petit;Antoine;2026;1;1026.30
99012271730;Renaud;Inès;2026;1;925.52
93021175113;Leclerc;Delphine;2026;1;3335.24
98000180361;Blanchard;Céline;2026;1;1600.18
1072930588;Roussel;Inès;2026;1;11677.26
87050471062;Boyer;Youssef;2026;1;8238.02
96110465359;Lucas;Sarah;2026;1;6342.02
84100461037;Lemaire;Grégory;2026;1;2129.88
95092459168;Roger;Samira;2026;1;1081.89
94072078952;Robin;Pierre;2026;1;902.79
82041157371;Gauthier;Aurélie;2026;1;1763.52
92052174708;Legrand;Yasmina;2026;1;8704.09
90120469790;Lucas;Sébastien;2026;1;8775.40
78091469702;Gaillard;Nassim;2026;1;5722.38
02040943969;Leclerc;Nora;2026;1;8948.68
98052411990;Lucas;Marine;2026;1;8793.16
01011012520;Bernard;Leïla;2026;1;3894.72
03100195451;Martin;Chloé;2026;1;705.46
97020578054;Roy;Salima;2026;1;388.75
02111235119;Robin;Inès;2026;1;7493.63
88121154389;Garnier;Fatima;2026;1;4800.74
2070626365;Giraud;Justine;2026;1;2037.82
85061917218;Perrin;Nadia;2026;1;2106.35
2012030447;Garnier;Nadia;2026;1;2343.17
82080466622;Lemaire;Sophie;2026;1;5552.91
1010563152;Dufour;Delphine;2026;1;2860.25
84042096137;Lacroix;Thomas;2026;1;798.54
98072774369;Blanc;Sophie;2026;1;2030.91
90042051626;Masson;Youssef;2026;1;5082.98
85060302167;Leroy;Aïcha;2026;1;1007.01
88090748651;Garnier;Olivier;2026;1;12105.90
80082069949;Lacroix;Damien;2026;1;2078.09
82071635761;Aubert;Grégory;2026;1;11946.60
96020837161;Pierre;Pierre;2026;1;3303.05
01120328550;Moreau;Grégory;2026;1;7100.17
83011220719;Caron;Inès;2026;1;15549.77
03040647646;Clément;Salima;2026;1;4420.13
82052222301;Petit;Olivier;2026;1;491.60
95010580181;Giraud;Damien;2026;1;2145.16
94061683027;Gaillard;Sophie;2026;1;2312.24
00112714128;Roussel;Cédric;2026;1;2620.71
87030966144;Bourgeois;Laura;2026;1;1888.64
82120607794;Aubert;Hugo;2026;1;6703.74
87031186670;Vincent;Maxime;2026;1;42483.70
81052286121;Bernard;Maxime;2026;1;2321.74
85042079629;Benoit;Marine;2026;1;455.12
92011470736;Roussel;Sarah;2026;1;1796.65
80071785771;Bernard;Sarah;2026;1;731.91
1032643520;Fabre;François;2026;1;4150.47
78123155939;Colin;Khalid;2026;1;203.13
02041983948;Morin;Maxime;2026;1;3892.95
92030492337;Mercier;Louis;2026;1;3655.25
21928858;Philippe;Élise;2026;1;4184.05
96000387185;Brun;Mehdi;2026;1;8703.99
111343458;Gérard;Grégory;2026;1;5853.74
86080494125;Brun;Aurélie;2026;1;4379.82
95092651485;Denis;Aurélie;2026;1;2114.00
98070790225;Perrin;Laura;2026;1;6148.73
87081560156;Schmitt;François;2026;1;6436.44
81030806955;Colin;Justine;2026;1;1113.37
94102827853;Meunier;Antoine;2026;1;663.49
01032147335;Masson;Khalid;2026;1;4202.40
82091028734;Chevalier;Karim;2026;1;1760.06
84082705879;Muller;Élise;2026;1;6338.08
94062461304;Marie;Amélie;2026;1;1971.23
98091667791;Dufour;Inès;2026;1;209.70
80042886602;Brunet;Leïla;2026;1;6532.41
87061181545;Brunet;Maxime;2026;1;8838.39
85021555122;Blanchard;Rachid;2026;1;4777.46
99121453247;Michel;Sarah;2026;1;9323.22
93112667491;Roy;François;2026;1;4341.86
92110456563;Laurent;Damien;2026;1;1219.83
87090520778;Boyer;Quentin;2026;1;771.04
1082251991;Rey;Quentin;2026;1;5594.38
03032294857;Renard;Julien;2026;1;144.20
87050535992;Dufour;Valérie;2026;1;9260.37
90091771846;Meyer;Hugo;2026;1;847.88
04060587897;Garcia;Nora;2026;1;2274.40
84061748634;Morin;Mathieu;2026;1;9155.40
97092762781;Picard;Leïla;2026;1;3804.06
94091603963;Dufour;Maxime;2026;1;4079.72
84082554540;Schmitt;Mehdi;2026;1;8547.59
83010172030;Caron;Nassim;2026;1;5824.21
02102094848;Gérard;Adam;2026;1;1266.27
93082068050;Perrin;Sébastien;2026;1;372.50
03082158894;Laurent;Céline;2026;1;658.22
79050170982;Rivière;Thomas;2026;1;2490.93
00041328660;Giraud;Bilal;2026;1;6882.89
03072508780;Bernard;Sébastien;2026;1;3255.47
81090243211;Fabre;Olivier;2026;1;840.64
94090180142;Joly;Nicolas;2026;1;1230.37
04030573525;Roger;Mehdi;2026;1;842.08
94012666353;Rey;Louis;2026;1;4572.03
80111788670;Roussel;Émilie;2026;1;5370.60
99060552192;Meunier;Nassim;2026;1;2494.45
84041966671;Nguyen;Nicolas;2026;1;7778.52
89111177070;Brunet;Anissa;2026;1;9534.39
87081760886;Gautier;Adam;2026;1;1760.99
84041427431;Lambert;Sébastien;2026;1;2054.17
81012162070;Joly;Bilal;2026;1;2926.12
2090954991;Arnaud;Karim;2026;1;5718.91
110429876;François;Claire;2026;1;2300.80
89040199202;Martin;Youssef;2026;1;5816.37
82153881;Aubert;Pierre;2026;1;434.39
81091899040;Nguyen;Marine;2026;1;7889.54
91092779182;Gautier;Mathieu;2026;1;1402.74
80051755073;Lambert;Sébastien;2026;1;1599.49
85071261484;Simon;Nadia;2026;1;3906.71
99121572122;Olivier;Samira;2026;1;6012.71
04122632265;Rivière;Fatima;2026;1;2390.36
90020569787;Gérard;Olivier;2026;1;9486.19
84042679028;Masson;Thomas;2026;1;8712.58
93042472452;Leroy;Sophie;2026;1;2636.87
85101526573;Renard;Romain;2026;1;2020.06
88040760987;Vidal;Romain;2026;1;3426.77
95080781853;Moreau;Bilal;2026;1;1134.18
99062192185;Rousseau;Fatima;2026;1;1897.96
95032338865;Garcia;Thomas;2026;1;5156.90
84121092442;Garnier;Yasmina;2026;1;232.34
86022634912;Gautier;Fatima;2026;1;1057.38
76081861413;Giraud;Sébastien;2026;1;3551.61
84051760901;Philippe;Olivier;2026;1;8957.94
1091252207;Fabre;Marine;2026;1;5446.23
90072525066;Lemaire;Yasmina;2026;1;6462.35
21855515;Roy;Mehdi;2026;1;4155.51
86042622058;Blanc;Salima;2026;1;1139.12
77122070706;Roger;Youssef;2026;1;7141.53
82090659243;Garcia;Chloé;2026;1;2719.27
87042164892;Lambert;Benjamin;2026;1;5052.77
88112880289;Payet;Nicolas;2026;1;631.98
