NN;Nom;Prenom;Annee;Trimestre;BrutTrimestriel
82080165130;Renard;Khalid;2025;4;8854.17
73102056649;Dubois;Grégory;2025;4;2693.87
87101069331;Legrand;Marine;2025;4;1830.18
6102455319;Lemoine;Justine;2025;4;4053.80
6013167512;Vidal;Sébastien;2025;4;8978.89
93010765132;Brunet;Delphine;2025;4;1446.82
95051279995;Henry;Laura;2025;4;2063.23
90071722837;Blanchard;Émilie;2025;4;13392.31
89040772688;Boyer;Benjamin;2025;4;4789.57
2000222379;Masson;Sophie;2025;4;1315.49
79121557737;Roche;Ibrahim;2025;4;2294.51
92091882845;Lambert;Quentin;2025;4;10944.85
98020272922;Mathieu;Fatima;2025;4;10711.86
76022858786;Brun;Nicolas;2025;4;13306.41
6061354142;Durand;Nicolas;2025;4;842.19
85090574778;Perrin;Sophie;2025;4;3905.52
83052666443;Mathieu;Aurélie;2025;4;7533.44
78082260640;Martin;Karim;2025;4;6000.86
81000087055;Gautier;Aurélie;2025;4;7119.40
97030165713;Lemoine;Sébastien;2025;4;1284.88
84081254146;Moreau;Amélie;2025;4;5522.03
87091570853;Lambert;Sébastien;2025;4;3876.93
89071279584;Michel;Antoine;2025;4;9406.31
95091972584;Roussel;Sophie;2025;4;1872.61
90072670170;Michel;Cédric;2025;4;12766.47
92040670211;Fontaine;Yasmina;2025;4;9687.64
72122450877;Meunier;Louis;2025;4;2823.21
2110750713;Giraud;Sébastien;2025;4;1642.36
84100178351;Denis;Vincent;2025;4;3950.89
2031729068;Schmitt;Antoine;2025;4;4762.93
88061078727;Brun;Benjamin;2025;4;4462.45
89041168311;Renaud;Olivier;2025;4;6783.98
4032251724;Blanc;Grégory;2025;4;3370.61
91113054558;Michel;Claire;2025;4;13011.95
2122751987;Henry;Vincent;2025;4;12518.79
98050165748;Simon;Romain;2025;4;4803.99
5073152388;Roche;Damien;2025;4;1434.70
81010275124;Picard;Émilie;2025;4;10537.35
99031444967;Fontaine;Camille;2025;4;3524.77
5052455360;Mercier;Amélie;2025;4;8596.44
79090949485;Lemaire;Chloé;2025;4;1663.42
85041267502;Lambert;Manon;2025;4;9747.29
93050787629;Lemoine;Nora;2025;4;1511.68
1011057357;Rivière;Delphine;2025;4;1669.51
2040134812;Gauthier;Maxime;2025;4;663.21
72122169082;Henry;Anissa;2025;4;8216.51
1062755189;Rey;Benjamin;2025;4;1793.22
90000327768;Boyer;Laura;2025;4;11069.51
88021357227;Blanchard;Ibrahim;2025;4;10520.80
90030774088;Meyer;Anissa;2025;4;9442.85
94012346946;Aubert;Maxime;2025;4;5023.17
80020760605;Blanchard;Nora;2025;4;6730.49
84041760892;Clément;Vincent;2025;4;4591.20
3000284560;Garcia;Manon;2025;4;2704.10
92120648887;Blanchard;Adam;2025;4;9279.29
95120252836;Lemoine;Mehdi;2025;4;2981.40
6103154115;Lefebvre;Samira;2025;4;5148.77
99112760067;Durand;Aurélie;2025;4;7188.53
3010528651;Brun;Émilie;2025;4;1591.20
90011074774;Dumont;Delphine;2025;4;5310.96
93091394007;Dumont;Maxime;2025;4;1804.06
88102351633;Moreau;Chloé;2025;4;260.46
87010571695;Giraud;Thomas;2025;4;5332.94
2011650365;Fabre;Antoine;2025;4;923.16
3052647536;Dufour;Nicolas;2025;4;9186.13
99061578117;Clément;Émilie;2025;4;7812.81
80010958061;François;Pierre;2025;4;6635.27
79091467644;Barbier;Amélie;2025;4;6019.75
68071259042;Clément;Émilie;2025;4;4191.68
93092486840;Moreau;Émilie;2025;4;4690.08
2122641923;Lambert;Nicolas;2025;4;6046.88
99050848135;Lemaire;Mathieu;2025;4;1359.42
88010355447;Boyer;Grégory;2025;4;5672.65
95042467744;Leclerc;Amélie;2025;4;2271.01
99091264273;Leroy;Vincent;2025;4;7871.34
82633834;Roussel;Aïcha;2025;4;2662.72
4041544027;Lambert;Pauline;2025;4;942.45
98022086525;Robin;Camille;2025;4;9873.92
80000131475;Marie;Romain;2025;4;4250.35
94112652765;Gauthier;Anissa;2025;4;11710.13
93032858168;Bernard;Laura;2025;4;3648.05
98111373837;Rivière;Samira;2025;4;2885.35
93061349345;Lemoine;Nora;2025;4;7431.70
89111367013;Masson;Romain;2025;4;4405.16
92000090260;Bernard;Claire;2025;4;2308.81
98062576107;Noël;Chloé;2025;4;2779.07
90072950084;Picard;François;2025;4;6410.44
91062780250;Chevalier;Samira;2025;4;2806.32
96052380769;Meunier;Rachid;2025;4;8027.75
94120261525;Dumas;Nassim;2025;4;9008.56
94061479030;Muller;Vincent;2025;4;11018.22
92071524921;Moreau;Benjamin;2025;4;4012.00
21749310;Mercier;Bilal;2025;4;9010.42
95041369169;Dumont;Élise;2025;4;6112.09
3111743795;Mathieu;Camille;2025;4;5459.33
83000215573;Lucas;Sophie;2025;4;2767.09
86070767795;Marie;Leïla;2025;4;2038.36
95081182424;Renaud;Marine;2025;4;7412.97
88041584992;Marchand;Benjamin;2025;4;1967.91
88111567623;Vincent;Camille;2025;4;645.64
97052980212;Michel;Grégory;2025;4;1572.69
99101870828;Masson;Camille;2025;4;2306.07
74013055311;Roussel;Fatima;2025;4;6490.74
88000243988;Dumont;Camille;2025;4;1253.16
78090564137;Barbier;Ibrahim;2025;4;1803.27
68091663387;Boyer;Sébastien;2025;4;2922.24
97121272962;Lefebvre;Leïla;2025;4;14094.07
91030881504;Leroy;Émilie;2025;4;12476.84
97040559658;Perrin;Nora;2025;4;7510.76
5000085357;Gautier;Hugo;2025;4;9876.62
91060575677;Garcia;Nora;2025;4;2852.70
88092973515;Arnaud;Youssef;2025;4;8200.54
89073056466;Dubois;Camille;2025;4;7229.76
84011560735;Fabre;Julien;2025;4;1960.37
84082762297;Perrin;Sarah;2025;4;2639.93
92020860930;Picard;Sébastien;2025;4;1643.20
93021778887;Roussel;Sophie;2025;4;4593.40
91081562321;Lemaire;François;2025;4;1166.69
94122973565;Philippe;Nassim;2025;4;6947.72
93032055345;Martin;Nicolas;2025;4;2411.10
5061451319;Clément;Sophie;2025;4;4543.30
91061479856;Petit;Nora;2025;4;7420.67
76111854209;Gérard;Romain;2025;4;1135.44
97032172920;Lambert;Céline;2025;4;4062.01
74121664033;Vidal;Nassim;2025;4;4129.57
91112569855;Simon;Amélie;2025;4;3597.81
76071455093;Bourgeois;Céline;2025;4;1463.00
89100270411;Payet;Sophie;2025;4;5304.41
96102746931;Nguyen;Nadia;2025;4;1269.05
1081931792;Fontaine;Maxime;2025;4;1198.75
5103173789;Bourgeois;Fatima;2025;4;2098.03
94013061677;Brun;Amélie;2025;4;3096.89
84102696985;Martin;Élise;2025;4;5919.05
96040170746;Joly;Rachid;2025;4;4431.15
83031576366;Clément;Delphine;2025;4;1190.51
93060280761;Gauthier;Charlotte;2025;4;793.80
91030181520;Garcia;Charlotte;2025;4;3316.60
74041080985;Dufour;Olivier;2025;4;7744.10
92050871542;Rey;François;2025;4;14439.07
88101765673;Gauthier;Nassim;2025;4;1368.38
5091950493;Masson;Mathieu;2025;4;4201.74
96100181973;Rousseau;Grégory;2025;4;2937.77
97091578787;Petit;Camille;2025;4;4618.79
5040646995;Renard;Camille;2025;4;2186.72
85092667802;Denis;François;2025;4;10716.31
62351332;Legrand;Charlotte;2025;4;9375.32
88031352284;Moreau;Anissa;2025;4;8034.24
79081848808;Gaillard;Louis;2025;4;3886.66
89000230351;Roger;Romain;2025;4;5116.77
99102979103;Petit;Karim;2025;4;4506.61
85070368490;Colin;Mehdi;2025;4;8185.09
83052570037;Denis;Yasmina;2025;4;6132.39
77090967754;Clément;Pierre;2025;4;3972.76
81112068508;Leroy;Inès;2025;4;4851.84
87000245353;Legrand;Inès;2025;4;6547.50
80042060815;Muller;Nora;2025;4;15924.52
89123058580;Lacroix;Élise;2025;4;3890.10
4122753318;Legrand;Valérie;2025;4;7723.12
98042472559;Rey;Salima;2025;4;1968.06
96051584973;Muller;Anissa;2025;4;2485.90
87021455293;Leroy;Leïla;2025;4;35437.50
98110315745;Noël;Aïcha;2025;4;8338.22
90090474026;Gautier;Julien;2025;4;1356.57
1122644771;Clément;Thomas;2025;4;3333.77
87011573072;Bernard;Julien;2025;4;4137.78
7071758701;Aubert;Nicolas;2025;4;3042.75
92082473845;Bourgeois;Sébastien;2025;4;4044.38
88012073337;Guérin;Julien;2025;4;401.39
82051771052;Guérin;Delphine;2025;4;10576.33
88051772863;Renaud;Manon;2025;4;10557.53
97111648780;Marie;Louis;2025;4;11573.25
82092267265;Fontaine;Mathieu;2025;4;5424.17
76042063697;Perrin;François;2025;4;9699.99
92051540644;Schmitt;Maxime;2025;4;9554.61
4021749988;Colin;Justine;2025;4;739.51
87030165301;Aubert;Delphine;2025;4;1207.91
91110154060;Lambert;Nicolas;2025;4;5773.50
7011057584;Lemoine;Nassim;2025;4;1778.65
89000082871;Philippe;Camille;2025;4;8593.54
91120675095;Picard;Leïla;2025;4;4671.34
5011347057;Lemoine;Julien;2025;4;8621.07
5000083971;Joly;Marine;2025;4;3249.46
254902;Dumas;Benjamin;2025;4;3430.14
99081778762;Blanchard;Cédric;2025;4;5037.42
98020580748;Picard;Romain;2025;4;6075.09
86000227120;Petit;Sophie;2025;4;3581.92
99111676835;Dubois;Cédric;2025;4;5184.81
4020239857;Leroy;Sarah;2025;4;12149.68
51339159;Lefebvre;Mathieu;2025;4;6090.84
92022770444;Gérard;Sébastien;2025;4;6375.45
77041579512;Roy;Justine;2025;4;1208.69
97032779367;Boyer;Anissa;2025;4;456.58
87030166190;Chevalier;Yasmina;2025;4;8428.01
84081665506;Blanchard;Romain;2025;4;14129.78
93101062432;Caron;Julien;2025;4;1258.12
4021057726;François;Mathieu;2025;4;6290.60
94032178991;Duval;Thomas;2025;4;1032.56
97070372708;Pierre;Amélie;2025;4;9345.78
60011156284;Chevalier;Chloé;2025;4;2737.17
95061064822;Gérard;Samira;2025;4;1991.20
72050971181;Giraud;Olivier;2025;4;1232.57
87030373751;Brun;Sébastien;2025;4;1734.54
82012770520;Legrand;Nassim;2025;4;6075.26
97000307529;Clément;Karim;2025;4;9087.14
4011127795;Gérard;Claire;2025;4;9954.87
88060671525;Noël;Justine;2025;4;1096.16
89102152112;Durand;Louis;2025;4;10495.78
3062351395;Laurent;Cédric;2025;4;2038.14
85091667613;Roy;Sébastien;2025;4;6988.11
96110570376;Giraud;Charlotte;2025;4;420.51
80000317557;Picard;Valérie;2025;4;8671.25
1121351505;Masson;Camille;2025;4;1675.89
4103135166;Colin;Sophie;2025;4;719.93
88011860531;Arnaud;Élise;2025;4;11969.09
89022873220;Blanchard;François;2025;4;1040.89
98052358146;Gautier;Anissa;2025;4;12291.38
93021275180;Noël;Camille;2025;4;6579.61
92062058315;Leroy;Damien;2025;4;4511.03
92101068844;Philippe;Adam;2025;4;5694.17
4011039507;Roche;Nicolas;2025;4;5630.37
99020280366;Noël;Élise;2025;4;6306.45
74000310303;Gaillard;Anissa;2025;4;2839.22
83012873281;Roche;Rachid;2025;4;3114.63
88050965783;Pierre;Grégory;2025;4;4283.99
72072072542;Morin;Nassim;2025;4;2507.68
86062083525;Blanc;François;2025;4;6693.08
4121830729;Garcia;Fatima;2025;4;870.62
88091157734;Lefebvre;Céline;2025;4;6424.09
77100250852;Mathieu;Amélie;2025;4;4114.26
99010572151;Lemaire;Karim;2025;4;8842.04
84102261673;Gauthier;Salima;2025;4;6247.39
64112057453;Noël;Rachid;2025;4;3435.20
95120174246;Gérard;Rachid;2025;4;8745.92
86082670685;Dumont;Claire;2025;4;5410.25
96092580341;Mercier;Valérie;2025;4;3.71
96030670189;Lemoine;Olivier;2025;4;4842.28
92051974174;Aubert;Inès;2025;4;2746.38
88112365595;Petit;Élise;2025;4;2142.50
95112068907;Brun;Valérie;2025;4;3639.68
95000428340;Schmitt;Valérie;2025;4;3214.90
88071577788;Giraud;Nassim;2025;4;2402.97
93051365174;Robin;Adam;2025;4;11471.01
256385;Guérin;Nora;2025;4;4605.58
81072560705;Fontaine;Rachid;2025;4;12821.01
79102367771;Joly;Fatima;2025;4;2893.21
87032080654;Gérard;Pauline;2025;4;1997.23
91101083273;Renaud;Khalid;2025;4;2906.58
99050665419;Roy;Élise;2025;4;7141.94
77022565532;Picard;Pauline;2025;4;5216.39
81020161008;Mathieu;Delphine;2025;4;1466.38
90030174767;Lemaire;Mathieu;2025;4;5907.23
80021057246;Guérin;Nora;2025;4;4010.48
83000104024;Muller;Karim;2025;4;12433.74
91120966689;Philippe;Antoine;2025;4;8584.26
92030577459;Lemoine;Khalid;2025;4;2067.48
99011663006;Legrand;Samira;2025;4;8076.67
95042251275;Moreau;Fatima;2025;4;5227.20
79033059687;Blanc;Delphine;2025;4;5398.39
122332766;Garcia;Salima;2025;4;1557.30
87062762843;Olivier;Antoine;2025;4;6920.96
20254520;Gérard;Karim;2025;4;3442.72
99020656686;Barbier;Thomas;2025;4;7337.90
91092954475;Noël;Antoine;2025;4;499.41
97031558751;Leclerc;Grégory;2025;4;7866.23
90022778419;Bernard;Salima;2025;4;604.01
95000076863;Brunet;Salima;2025;4;6258.65
93080863468;Fontaine;Yasmina;2025;4;4879.63
82032755686;Lacroix;Anissa;2025;4;1826.60
80071956017;Lemaire;Nassim;2025;4;3790.83
85000091297;Blanc;Romain;2025;4;2621.56
91020267130;Petit;Nora;2025;4;8773.09
90050567335;Henry;Sébastien;2025;4;8309.82
99030380046;Benoit;Ibrahim;2025;4;6.30
77020644239;Brunet;Pierre;2025;4;1868.29
2090649442;Caron;Leïla;2025;4;5455.23
93121847453;Garnier;Nicolas;2025;4;4495.48
1021727753;Dubois;Chloé;2025;4;3052.36
5120648043;Brunet;Fatima;2025;4;2149.19
96030772733;Roy;François;2025;4;2611.32
79000231919;Leclerc;Louis;2025;4;8533.82
99031447145;Leclerc;Olivier;2025;4;4547.38
4030628062;Bernard;Youssef;2025;4;9192.54
1011751995;Mathieu;Inès;2025;4;1005.12
93071969558;Barbier;Sébastien;2025;4;4889.82
91080869661;Rousseau;Pauline;2025;4;2324.43
90031269283;Leroy;Antoine;2025;4;3615.12
83030869157;Lemoine;Laura;2025;4;13554.88
12748106;Vincent;Cédric;2025;4;7775.96
2022247814;Gauthier;Quentin;2025;4;2558.17
79050766444;Masson;Hugo;2025;4;3603.75
90071774505;Roy;Julien;2025;4;2644.93
6000065582;Laurent;Leïla;2025;4;665.14
84072669448;Dumont;Quentin;2025;4;6080.45
92000077887;Barbier;Bilal;2025;4;5009.44
5061741131;Joly;Damien;2025;4;5976.71
71637596;Renaud;Romain;2025;4;10885.55
94022861746;Robin;Nicolas;2025;4;6228.06
83101558995;Garcia;Charlotte;2025;4;6691.93
88051562928;Roger;Samira;2025;4;1274.89
98092280475;Boyer;Olivier;2025;4;5328.88
80000157805;Gérard;Benjamin;2025;4;3910.30
99012876890;Blanc;Hugo;2025;4;9029.88
90061174185;Lacroix;Anissa;2025;4;15079.94
52829296;Giraud;Laura;2025;4;3920.03
83000100658;Mathieu;Leïla;2025;4;4506.99
85041567905;Morin;Olivier;2025;4;4099.36
85032868587;Philippe;Nassim;2025;4;8784.48
81102362271;Fabre;Aïcha;2025;4;5548.72
85072966904;Meunier;Élise;2025;4;6371.27
69112254233;Caron;Mehdi;2025;4;8899.10
96112276982;Dumas;Sébastien;2025;4;1121.43
6090934390;Perrin;Antoine;2025;4;9014.44
96053064719;Muller;Cédric;2025;4;5188.36
97071180677;Meyer;Adam;2025;4;2364.23
85110157197;Brun;Valérie;2025;4;8416.45
5122751359;Pierre;Camille;2025;4;1637.06
97072874615;Guérin;Louis;2025;4;132.69
1080150556;Marchand;Bilal;2025;4;1335.38
80012166997;Joly;Julien;2025;4;11181.18
93040671915;Arnaud;Aïcha;2025;4;1203.91
3000289114;Morin;Camille;2025;4;1443.76
98102546144;Duval;Sébastien;2025;4;1798.25
83121567721;Fontaine;Aïcha;2025;4;5236.88
1020655508;Masson;Élise;2025;4;2613.15
98081561579;Fontaine;François;2025;4;5467.33
4041130786;Joly;Aurélie;2025;4;9723.24
99121958439;Martin;Rachid;2025;4;1829.42
94011562236;Lemoine;Ibrahim;2025;4;5516.25
86121357057;Lefebvre;Camille;2025;4;6967.85
76000252937;Schmitt;Thomas;2025;4;1739.67
80052663113;Picard;Maxime;2025;4;539.85
99101053949;Vincent;Camille;2025;4;7925.07
96022568315;Marchand;Aurélie;2025;4;1456.89
89020706457;Laurent;Émilie;2025;4;2046.27
80456381;Aubert;Damien;2025;4;7188.73
95081674253;Lefebvre;Karim;2025;4;7287.42
85061510709;Gaillard;Mehdi;2025;4;1666.35
82020566548;Renard;Youssef;2025;4;4430.28
83120555258;Bourgeois;Chloé;2025;4;1944.25
90042375783;Dufour;Salima;2025;4;4219.02
86071070574;Gaillard;Karim;2025;4;1671.01
87030164905;Brun;Marine;2025;4;1118.19
85072256131;Lambert;Nicolas;2025;4;2274.49
30651336;Brun;Bilal;2025;4;255.40
94020173361;Aubert;Camille;2025;4;7078.89
98042271730;Vincent;Ibrahim;2025;4;740.61
85120363181;Roy;Manon;2025;4;4085.63
89081348085;Dumont;Laura;2025;4;2597.76
71081458656;Petit;Delphine;2025;4;6025.87
97061278462;Gaillard;Khalid;2025;4;7085.31
60121851595;Marie;Inès;2025;4;5563.53
98040548989;Vidal;Nicolas;2025;4;2145.33
95000443978;Benoit;Sarah;2025;4;4844.49
94091681365;Lambert;Vincent;2025;4;11002.45
4110129658;Martin;Romain;2025;4;6787.55
79112454484;Renaud;Nora;2025;4;5374.92
92041860143;Renaud;Sébastien;2025;4;2098.85
77051865173;Caron;Cédric;2025;4;4876.76
86060157777;Laurent;Nora;2025;4;2076.77
75052264910;Masson;Grégory;2025;4;7150.70
2000220302;Laurent;Nora;2025;4;3547.88
52550867;Vincent;Manon;2025;4;9179.29
4062354584;Muller;Salima;2025;4;5892.91
87030267150;Barbier;Antoine;2025;4;5406.54
83101463381;Roy;Nicolas;2025;4;9521.44
72030174183;Muller;Justine;2025;4;7173.12
89071649768;Muller;Cédric;2025;4;2476.27
2042946822;Boyer;Sébastien;2025;4;12876.67
91042372242;Dufour;Damien;2025;4;8104.43
94010481873;Roche;Chloé;2025;4;5384.77
88122969774;Laurent;Aurélie;2025;4;7804.96
61060166348;Lacroix;Benjamin;2025;4;2022.66
204917;Bernard;Cédric;2025;4;13893.77
91000270381;Fontaine;Mehdi;2025;4;1163.92
82052569521;Dufour;Amélie;2025;4;6818.65
86112165021;Petit;Antoine;2025;4;1738.51
97000280310;Rousseau;Inès;2025;4;1356.77
99012271730;Renaud;Inès;2025;4;3006.08
93021175113;Leclerc;Delphine;2025;4;3210.79
98000180361;Blanchard;Céline;2025;4;1635.12
1072930588;Roussel;Inès;2025;4;11984.29
87050471062;Boyer;Youssef;2025;4;7521.13
96110465359;Lucas;Sarah;2025;4;6157.07
84100461037;Lemaire;Grégory;2025;4;1950.74
95092459168;Roger;Samira;2025;4;1676.80
94072078952;Robin;Pierre;2025;4;1231.57
82041157371;Gauthier;Aurélie;2025;4;2575.02
92052174708;Legrand;Yasmina;2025;4;8466.89
90120469790;Lucas;Sébastien;2025;4;8422.10
78091469702;Gaillard;Nassim;2025;4;5430.13
02040943969;Leclerc;Nora;2025;4;8658.88
98052411990;Lucas;Marine;2025;4;9337.35
01011012520;Bernard;Leïla;2025;4;4759.41
03100195451;Martin;Chloé;2025;4;2054.52
97020578054;Roy;Salima;2025;4;456.69
02111235119;Robin;Inès;2025;4;7146.74
88121154389;Garnier;Fatima;2025;4;9256.91
2070626365;Giraud;Justine;2025;4;1939.66
87081646466;Gauthier;Élise;2025;4;9106.05
85061917218;Perrin;Nadia;2025;4;6110.31
2012030447;Garnier;Nadia;2025;4;6372.03
82080466622;Lemaire;Sophie;2025;4;5583.40
1010563152;Dufour;Delphine;2025;4;3524.08
84042096137;Lacroix;Thomas;2025;4;805.86
98072774369;Blanc;Sophie;2025;4;4953.85
90042051626;Masson;Youssef;2025;4;3279.04
85060302167;Leroy;Aïcha;2025;4;1040.43
88090748651;Garnier;Olivier;2025;4;7834.47
80082069949;Lacroix;Damien;2025;4;3277.94
82071635761;Aubert;Grégory;2025;4;11413.94
96020837161;Pierre;Pierre;2025;4;3387.07
01120328550;Moreau;Grégory;2025;4;7146.53
83011220719;Caron;Inès;2025;4;16499.16
03040647646;Clément;Salima;2025;4;4027.33
82052222301;Petit;Olivier;2025;4;486.89
95010580181;Giraud;Damien;2025;4;2485.05
94061683027;Gaillard;Sophie;2025;4;1214.21
00112714128;Roussel;Cédric;2025;4;8978.94
87030966144;Bourgeois;Laura;2025;4;2193.98
82120607794;Aubert;Hugo;2025;4;25187.38
87031186670;Vincent;Maxime;2025;4;42103.88
81052286121;Bernard;Maxime;2025;4;3634.86
85042079629;Benoit;Marine;2025;4;1531.10
92011470736;Roussel;Sarah;2025;4;5334.68
80071785771;Bernard;Sarah;2025;4;1324.23
1032643520;Fabre;François;2025;4;3534.37
78123155939;Colin;Khalid;2025;4;481.37
02041983948;Morin;Maxime;2025;4;4095.31
92030492337;Mercier;Louis;2025;4;3504.95
21928858;Philippe;Élise;2025;4;5762.10
96000387185;Brun;Mehdi;2025;4;8906.66
111343458;Gérard;Grégory;2025;4;5226.02
86080494125;Brun;Aurélie;2025;4;4361.11
95092651485;Denis;Aurélie;2025;4;2081.28
98070790225;Perrin;Laura;2025;4;12187.82
87081560156;Schmitt;François;2025;4;5938.97
81030806955;Colin;Justine;2025;4;1103.58
94102827853;Meunier;Antoine;2025;4;1913.72
01032147335;Masson;Khalid;2025;4;2998.67
82091028734;Chevalier;Karim;2025;4;1713.12
84082705879;Muller;Élise;2025;4;5875.77
94062461304;Marie;Amélie;2025;4;2090.37
98091667791;Dufour;Inès;2025;4;310.14
80042886602;Brunet;Leïla;2025;4;7006.88
87061181545;Brunet;Maxime;2025;4;9913.09
85021555122;Blanchard;Rachid;2025;4;4947.73
99121453247;Michel;Sarah;2025;4;9488.97
93112667491;Roy;François;2025;4;6563.76
92110456563;Laurent;Damien;2025;4;1170.77
87090520778;Boyer;Quentin;2025;4;788.13
1082251991;Rey;Quentin;2025;4;4376.19
03032294857;Renard;Julien;2025;4;408.84
87050535992;Dufour;Valérie;2025;4;9499.40
90091771846;Meyer;Hugo;2025;4;836.60
04060587897;Garcia;Nora;2025;4;2123.69
84061748634;Morin;Mathieu;2025;4;9184.13
97092762781;Picard;Leïla;2025;4;4268.61
94091603963;Dufour;Maxime;2025;4;4102.26
84082554540;Schmitt;Mehdi;2025;4;8165.53
83010172030;Caron;Nassim;2025;4;5583.69
99081061061;Vincent;Damien;2025;4;1149.14
02102094848;Gérard;Adam;2025;4;1793.10
93082068050;Perrin;Sébastien;2025;4;127.06
03082158894;Laurent;Céline;2025;4;702.02
79050170982;Rivière;Thomas;2025;4;2778.05
00041328660;Giraud;Bilal;2025;4;6308.44
03072508780;Bernard;Sébastien;2025;4;4023.55
81090243211;Fabre;Olivier;2025;4;794.43
94090180142;Joly;Nicolas;2025;4;1181.89
89062430117;Blanchard;Ibrahim;2025;4;6261.21
02121788917;Pierre;Maxime;2025;4;9361.72
04030573525;Roger;Mehdi;2025;4;1238.52
94012666353;Rey;Louis;2025;4;7375.08
80111788670;Roussel;Émilie;2025;4;3534.27
99060552192;Meunier;Nassim;2025;4;1816.43
84041966671;Nguyen;Nicolas;2025;4;11245.88
89111177070;Brunet;Anissa;2025;4;9459.78
87081760886;Gautier;Adam;2025;4;1895.61
84041427431;Lambert;Sébastien;2025;4;2035.64
81012162070;Joly;Bilal;2025;4;3804.87
2090954991;Arnaud;Karim;2025;4;6049.42
110429876;François;Claire;2025;4;2028.64
89040199202;Martin;Youssef;2025;4;6967.03
82153881;Aubert;Pierre;2025;4;429.54
81091899040;Nguyen;Marine;2025;4;11716.43
91092779182;Gautier;Mathieu;2025;4;954.15
80051755073;Lambert;Sébastien;2025;4;2343.49
85071261484;Simon;Nadia;2025;4;4832.82
