NN;Nom;Prenom;Annee;Trimestre;BrutTrimestriel
72050971181;Giraud;Olivier;2025;1;1162.19
87030373751;Brun;Sébastien;2025;1;1062.06
82012770520;Legrand;Nassim;2025;1;2260.98
4011127795;Gérard;Claire;2025;1;10137.89
88060671525;Noël;Justine;2025;1;1117.61
89102152112;Durand;Louis;2025;1;10726.32
85091667613;Roy;Sébastien;2025;1;6983.17
1121351505;Masson;Camille;2025;1;1629.49
88011860531;Arnaud;Élise;2025;1;12133.83
89022873220;Blanchard;François;2025;1;502.95
93021275180;Noël;Camille;2025;1;7736.93
92101068844;Philippe;Adam;2025;1;6028.44
4011039507;Roche;Nicolas;2025;1;5610.23
99020280366;Noël;Élise;2025;1;2148.91
74000310303;Gaillard;Anissa;2025;1;2907.51
88050965783;Pierre;Grégory;2025;1;4506.20
72072072542;Morin;Nassim;2025;1;2328.25
86062083525;Blanc;François;2025;1;4443.80
4121830729;Garcia;Fatima;2025;1;2628.56
88091157734;Lefebvre;Céline;2025;1;6366.20
77100250852;Mathieu;Amélie;2025;1;3340.97
99010572151;Lemaire;Karim;2025;1;6101.30
64112057453;Noël;Rachid;2025;1;5191.37
86082670685;Dumont;Claire;2025;1;1617.00
96092580341;Mercier;Valérie;2025;1;3.70
96030670189;Lemoine;Olivier;2025;1;3407.49
92051974174;Aubert;Inès;2025;1;1714.26
88112365595;Petit;Élise;2025;1;1678.23
95112068907;Brun;Valérie;2025;1;3501.43
88071577788;Giraud;Nassim;2025;1;2586.13
81072560705;Fontaine;Rachid;2025;1;12918.63
79102367771;Joly;Fatima;2025;1;2869.52
87032080654;Gérard;Pauline;2025;1;967.78
91101083273;Renaud;Khalid;2025;1;969.60
77022565532;Picard;Pauline;2025;1;2851.70
81020161008;Mathieu;Delphine;2025;1;1458.42
80021057246;Guérin;Nora;2025;1;4395.50
83000104024;Muller;Karim;2025;1;13117.65
91120966689;Philippe;Antoine;2025;1;2988.38
92030577459;Lemoine;Khalid;2025;1;633.41
95042251275;Moreau;Fatima;2025;1;5327.92
122332766;Garcia;Salima;2025;1;443.99
87062762843;Olivier;Antoine;2025;1;7096.49
20254520;Gérard;Karim;2025;1;3253.69
99020656686;Barbier;Thomas;2025;1;7263.69
91092954475;Noël;Antoine;2025;1;264.61
90022778419;Bernard;Salima;2025;1;661.52
95000076863;Brunet;Salima;2025;1;4112.30
93080863468;Fontaine;Yasmina;2025;1;3260.64
80071956017;Lemaire;Nassim;2025;1;5400.25
99030380046;Benoit;Ibrahim;2025;1;6.42
93121847453;Garnier;Nicolas;2025;1;2858.54
96030772733;Roy;François;2025;1;5395.91
99031447145;Leclerc;Olivier;2025;1;4706.01
93071969558;Barbier;Sébastien;2025;1;4822.09
91080869661;Rousseau;Pauline;2025;1;2436.35
90031269283;Leroy;Antoine;2025;1;2113.05
83030869157;Lemoine;Laura;2025;1;13121.37
12748106;Vincent;Cédric;2025;1;7888.68
2022247814;Gauthier;Quentin;2025;1;2638.73
79050766444;Masson;Hugo;2025;1;1021.48
90071774505;Roy;Julien;2025;1;1452.53
84072669448;Dumont;Quentin;2025;1;5431.89
92000077887;Barbier;Bilal;2025;1;3391.69
5061741131;Joly;Damien;2025;1;2155.09
94022861746;Robin;Nicolas;2025;1;5984.83
83101558995;Garcia;Charlotte;2025;1;3161.66
88051562928;Roger;Samira;2025;1;1400.83
98092280475;Boyer;Olivier;2025;1;8205.15
80000157805;Gérard;Benjamin;2025;1;2637.01
99012876890;Blanc;Hugo;2025;1;9108.92
90061174185;Lacroix;Anissa;2025;1;14545.90
52829296;Giraud;Laura;2025;1;3989.94
83000100658;Mathieu;Leïla;2025;1;4306.96
85032868587;Philippe;Nassim;2025;1;9398.42
85072966904;Meunier;Élise;2025;1;3634.61
6090934390;Perrin;Antoine;2025;1;3129.28
96053064719;Muller;Cédric;2025;1;5316.01
97071180677;Meyer;Adam;2025;1;2212.18
5122751359;Pierre;Camille;2025;1;2372.57
80012166997;Joly;Julien;2025;1;11129.50
93040671915;Arnaud;Aïcha;2025;1;1179.66
3000289114;Morin;Camille;2025;1;1370.41
98102546144;Duval;Sébastien;2025;1;664.36
83121567721;Fontaine;Aïcha;2025;1;6757.25
1020655508;Masson;Élise;2025;1;1774.26
98081561579;Fontaine;François;2025;1;4884.77
99121958439;Martin;Rachid;2025;1;1173.47
94011562236;Lemoine;Ibrahim;2025;1;5604.88
86121357057;Lefebvre;Camille;2025;1;4757.16
80052663113;Picard;Maxime;2025;1;526.12
99101053949;Vincent;Camille;2025;1;8525.89
96022568315;Marchand;Aurélie;2025;1;643.44
89020706457;Laurent;Émilie;2025;1;1671.98
95081674253;Lefebvre;Karim;2025;1;4539.72
85061510709;Gaillard;Mehdi;2025;1;1787.41
82020566548;Renard;Youssef;2025;1;4759.62
83120555258;Bourgeois;Chloé;2025;1;1721.98
87030164905;Brun;Marine;2025;1;1120.84
30651336;Brun;Bilal;2025;1;241.87
94020173361;Aubert;Camille;2025;1;6710.97
98042271730;Vincent;Ibrahim;2025;1;487.41
85120363181;Roy;Manon;2025;1;1289.93
89081348085;Dumont;Laura;2025;1;2786.16
71081458656;Petit;Delphine;2025;1;4883.83
60121851595;Marie;Inès;2025;1;5505.62
98040548989;Vidal;Nicolas;2025;1;2228.71
95000443978;Benoit;Sarah;2025;1;5073.68
4110129658;Martin;Romain;2025;1;2407.14
79112454484;Renaud;Nora;2025;1;5404.01
92041860143;Renaud;Sébastien;2025;1;1871.96
77051865173;Caron;Cédric;2025;1;4954.33
75052264910;Masson;Grégory;2025;1;6531.62
2000220302;Laurent;Nora;2025;1;3125.68
52550867;Vincent;Manon;2025;1;8872.35
4062354584;Muller;Salima;2025;1;2625.24
87030267150;Barbier;Antoine;2025;1;5776.95
72030174183;Muller;Justine;2025;1;9131.28
2042946822;Boyer;Sébastien;2025;1;8627.51
91042372242;Dufour;Damien;2025;1;5882.84
88122969774;Laurent;Aurélie;2025;1;8681.56
61060166348;Lacroix;Benjamin;2025;1;2131.52
204917;Bernard;Cédric;2025;1;10803.95
91000270381;Fontaine;Mehdi;2025;1;790.36
97000280310;Rousseau;Inès;2025;1;411.89
99012271730;Renaud;Inès;2025;1;2124.56
93021175113;Leclerc;Delphine;2025;1;3114.38
1072930588;Roussel;Inès;2025;1;11568.83
87050471062;Boyer;Youssef;2025;1;7968.01
96110465359;Lucas;Sarah;2025;1;6137.55
84100461037;Lemaire;Grégory;2025;1;1280.16
95092459168;Roger;Samira;2025;1;1102.35
94072078952;Robin;Pierre;2025;1;1181.90
82041157371;Gauthier;Aurélie;2025;1;957.03
90120469790;Lucas;Sébastien;2025;1;8488.45
01011012520;Bernard;Leïla;2025;1;2711.14
97020578054;Roy;Salima;2025;1;220.35
88121154389;Garnier;Fatima;2025;1;4581.99
2070626365;Giraud;Justine;2025;1;2084.78
87081646466;Gauthier;Élise;2025;1;5980.53
85061917218;Perrin;Nadia;2025;1;1875.97
82080466622;Lemaire;Sophie;2025;1;5475.89
1010563152;Dufour;Delphine;2025;1;2740.06
84042096137;Lacroix;Thomas;2025;1;838.69
98072774369;Blanc;Sophie;2025;1;6214.79
90042051626;Masson;Youssef;2025;1;5430.76
85060302167;Leroy;Aïcha;2025;1;1020.88
88090748651;Garnier;Olivier;2025;1;12141.62
80082069949;Lacroix;Damien;2025;1;2416.46
82071635761;Aubert;Grégory;2025;1;11496.13
96020837161;Pierre;Pierre;2025;1;1079.67
83011220719;Caron;Inès;2025;1;16096.36
82052222301;Petit;Olivier;2025;1;712.16
94061683027;Gaillard;Sophie;2025;1;2152.68
87030966144;Bourgeois;Laura;2025;1;2015.13
82120607794;Aubert;Hugo;2025;1;20766.26
87031186670;Vincent;Maxime;2025;1;41775.30
81052286121;Bernard;Maxime;2025;1;2588.29
85042079629;Benoit;Marine;2025;1;1016.11
92011470736;Roussel;Sarah;2025;1;1990.11
80071785771;Bernard;Sarah;2025;1;779.42
1032643520;Fabre;François;2025;1;4183.94
92030492337;Mercier;Louis;2025;1;3524.86
21928858;Philippe;Élise;2025;1;4271.70
86080494125;Brun;Aurélie;2025;1;4310.36
81030806955;Colin;Justine;2025;1;1128.54
94102827853;Meunier;Antoine;2025;1;1260.92
01032147335;Masson;Khalid;2025;1;1429.00
82091028734;Chevalier;Karim;2025;1;1665.77
84082705879;Muller;Élise;2025;1;3220.96
94062461304;Marie;Amélie;2025;1;1330.47
87061181545;Brunet;Maxime;2025;1;8257.80
85021555122;Blanchard;Rachid;2025;1;4567.32
92110456563;Laurent;Damien;2025;1;1184.09
87090520778;Boyer;Quentin;2025;1;726.41
1082251991;Rey;Quentin;2025;1;5796.00
87050535992;Dufour;Valérie;2025;1;9171.52
90091771846;Meyer;Hugo;2025;1;795.62
84061748634;Morin;Mathieu;2025;1;8922.68
94091603963;Dufour;Maxime;2025;1;4051.27
84082554540;Schmitt;Mehdi;2025;1;8551.59
83010172030;Caron;Nassim;2025;1;5498.80
93082068050;Perrin;Sébastien;2025;1;256.74
79050170982;Rivière;Thomas;2025;1;2390.13
81090243211;Fabre;Olivier;2025;1;798.25
89062430117;Blanchard;Ibrahim;2025;1;11807.35
04030573525;Roger;Mehdi;2025;1;384.16
80111788670;Roussel;Émilie;2025;1;5039.78
84041966671;Nguyen;Nicolas;2025;1;8143.33
89111177070;Brunet;Anissa;2025;1;9697.14
87081760886;Gautier;Adam;2025;1;1159.09
84041427431;Lambert;Sébastien;2025;1;2070.94
81012162070;Joly;Bilal;2025;1;4161.97
2090954991;Arnaud;Karim;2025;1;5714.11
110429876;François;Claire;2025;1;2198.22
89040199202;Martin;Youssef;2025;1;6047.80
81091899040;Nguyen;Marine;2025;1;4024.86
91092779182;Gautier;Mathieu;2025;1;447.16
85071261484;Simon;Nadia;2025;1;3925.35
90020569787;Gérard;Olivier;2025;1;3684.11
84042679028;Masson;Thomas;2025;1;5230.26
93042472452;Leroy;Sophie;2025;1;1935.11
85101526573;Renard;Romain;2025;1;2113.37
88040760987;Vidal;Romain;2025;1;3641.82
84121092442;Garnier;Yasmina;2025;1;235.16
86022634912;Gautier;Fatima;2025;1;3235.65
84051760901;Philippe;Olivier;2025;1;2632.41
1091252207;Fabre;Marine;2025;1;6307.70
90072525066;Lemaire;Yasmina;2025;1;7379.05
21855515;Roy;Mehdi;2025;1;4029.86
86042622058;Blanc;Salima;2025;1;1075.92
77122070706;Roger;Youssef;2025;1;2652.82
82090659243;Garcia;Chloé;2025;1;2508.65
87042164892;Lambert;Benjamin;2025;1;3617.01
88112880289;Payet;Nicolas;2025;1;1017.29
83041116614;Michel;Grégory;2025;1;6312.72
90101076720;François;Karim;2025;1;1660.05
94052040633;Mercier;Damien;2025;1;1216.17
92110611763;Muller;Marine;2025;1;378.04
62652923;Gauthier;Bilal;2025;1;8312.57
86110334887;Barbier;Mathieu;2025;1;886.99
89010796324;Gautier;Mehdi;2025;1;4500.31
87081323297;Lacroix;Élise;2025;1;8189.04
94121180154;Clément;Thomas;2025;1;3329.97
95010729740;Rivière;Sébastien;2025;1;6733.12
93111912475;Joly;Cédric;2025;1;6718.57
92062398112;Lambert;Anissa;2025;1;4157.38
88022750562;Lacroix;Aïcha;2025;1;7481.11
03021179647;Fontaine;Thomas;2025;1;1586.99
94070674729;Lucas;Marine;2025;1;2747.91
83040815914;Leclerc;Mathieu;2025;1;9454.49
82021498243;Rivière;Salima;2025;1;7839.50
99051357978;Caron;Olivier;2025;1;2455.04
82021885946;Lefebvre;Cédric;2025;1;1460.62
92090649262;Martin;Marine;2025;1;859.06
80122747987;Lefebvre;Manon;2025;1;4970.09
83030944084;Fontaine;Bilal;2025;1;4437.98
81062401736;Robin;Bilal;2025;1;8598.25
97121173883;Dufour;Laura;2025;1;2116.41
86092818667;Nguyen;Aurélie;2025;1;1148.19
83061857588;Legrand;Vincent;2025;1;11691.34
113064318;Blanchard;Aïcha;2025;1;2484.00
85011951528;Giraud;Grégory;2025;1;1603.64
95012545422;Aubert;Youssef;2025;1;8004.66
87011164682;Bernard;Yasmina;2025;1;1248.20
3062452850;Barbier;Vincent;2025;1;4620.65
90030912066;Benoit;Céline;2025;1;6896.57
99012804834;Henry;Maxime;2025;1;2093.07
92082875109;Caron;Nora;2025;1;1334.15
99091583977;Renard;Émilie;2025;1;4410.51
86062334933;Brunet;Romain;2025;1;2043.25
83122488825;Meyer;Marine;2025;1;2786.93
82032461520;Gaillard;Marine;2025;1;6526.68
02010951668;Roussel;Karim;2025;1;1720.62
91022848320;Mercier;François;2025;1;1166.89
90090367029;Morin;Valérie;2025;1;2196.38
86112709112;Denis;Mehdi;2025;1;532.28
81092650690;Mercier;Nassim;2025;1;566.16
89080137763;Garcia;Adam;2025;1;2615.88
75022456909;Legrand;Nadia;2025;1;2850.42
91011691340;Morin;Salima;2025;1;14101.09
87051280617;Dumont;Leïla;2025;1;4148.11
88092669251;Morin;Charlotte;2025;1;2561.73
98000325762;Legrand;Vincent;2025;1;2806.62
1020748350;Durand;Laura;2025;1;676.04
3071048337;Gauthier;Grégory;2025;1;335.79
94022177105;Perrin;Antoine;2025;1;11176.62
96020563581;Brun;Charlotte;2025;1;1451.10
84012670196;Blanc;Nora;2025;1;3876.11
84092234447;Rousseau;Anissa;2025;1;7413.51
96102062684;Dumont;Vincent;2025;1;2693.19
91041694826;Durand;Damien;2025;1;6165.76
04012248344;Mercier;Mehdi;2025;1;2149.12
95030478841;Leroy;Benjamin;2025;1;1884.36
80092808146;Garnier;Valérie;2025;1;493.31
83081819594;Lacroix;Justine;2025;1;680.61
99011389426;Brunet;Anissa;2025;1;1023.15
87111225330;Garcia;Aïcha;2025;1;4954.75
97022402941;Lambert;Aïcha;2025;1;3247.68
80080618018;Clément;Camille;2025;1;4316.36
4012647430;Meunier;Amélie;2025;1;4.08
89060582563;Simon;Laura;2025;1;7835.67
82112892831;Roy;Hugo;2025;1;2987.15
00011511949;Guérin;Aïcha;2025;1;8424.73
92081963012;Roussel;Aïcha;2025;1;4319.28
77020156665;Marie;Benjamin;2025;1;2382.76
82042563475;Rey;Aïcha;2025;1;789.73
86092126405;Blanc;Mehdi;2025;1;5860.28
83010890820;Martin;Adam;2025;1;8572.50
80112140642;Aubert;Salima;2025;1;2118.80
84080925831;Simon;Camille;2025;1;2857.77
83120261090;Marie;Rachid;2025;1;2822.13
81102894286;Olivier;Sophie;2025;1;3542.48
83071094958;Meyer;Salima;2025;1;4269.64
04020792658;Fabre;Louis;2025;1;2457.38
89062972426;Olivier;Nicolas;2025;1;4867.72
85051490213;Denis;Romain;2025;1;1664.75
83070666178;Masson;Pauline;2025;1;2921.01
74011572102;Barbier;Nora;2025;1;1.36
71092769252;Lambert;Inès;2025;1;1350.15
87022677394;Roger;Grégory;2025;1;7242.03
83111248406;Gérard;Manon;2025;1;2231.02
02022813085;Blanchard;Bilal;2025;1;3495.12
92042656236;Caron;Élise;2025;1;3667.17
90092773916;Dumas;Mehdi;2025;1;2974.80
98012588542;Lemaire;Rachid;2025;1;378.93
02021748164;Colin;Sophie;2025;1;3713.18
88060416949;Marchand;Manon;2025;1;12236.98
82052738973;Lacroix;Nora;2025;1;2303.34
80120532231;Moreau;Mehdi;2025;1;7470.97
90041996988;Boyer;Maxime;2025;1;3535.91
92012222287;Roy;Sophie;2025;1;3484.61
93050200679;Blanc;Maxime;2025;1;3360.98
93010874109;Caron;Mathieu;2025;1;2460.34
88102551967;Moreau;Laura;2025;1;8411.42
93090958891;Boyer;Anissa;2025;1;1794.23
80042467819;Picard;Yasmina;2025;1;2904.78
80031158312;Garnier;Valérie;2025;1;3884.65
92120280782;Gauthier;Damien;2025;1;13733.71
83050339136;Dufour;Fatima;2025;1;34327.61
89071129730;Fabre;Élise;2025;1;2156.40
90051389954;Joly;Samira;2025;1;6323.11
83101258790;Olivier;Cédric;2025;1;2003.72
91111480980;Simon;Louis;2025;1;2089.43
80102420351;Gautier;Justine;2025;1;4955.48
84071661539;Picard;Marine;2025;1;2947.42
80090704731;Moreau;Samira;2025;1;10396.66
91031617318;Duval;Thomas;2025;1;3856.01
94010189091;Garnier;Fatima;2025;1;3868.57
81042858117;Philippe;Chloé;2025;1;1056.73
88081207910;Renard;Nadia;2025;1;5489.21
31457921;Legrand;Aïcha;2025;1;8501.58
81030391538;Lemoine;Julien;2025;1;6891.62
81021363610;Nguyen;Laura;2025;1;8385.07
94071049861;Blanc;Mathieu;2025;1;14327.58
88040722187;Roussel;Chloé;2025;1;9399.73
02030243384;Gérard;Laura;2025;1;734.09
81080359703;Legrand;Chloé;2025;1;2083.48
93011523712;Renard;Julien;2025;1;5177.85
91042504676;Dumont;Claire;2025;1;3923.79
93020651115;Roussel;Fatima;2025;1;1509.01
88031668525;Michel;Delphine;2025;1;2676.77
93012114719;Durand;Claire;2025;1;2433.11
91111612426;Rey;Émilie;2025;1;10754.69
84030739417;Roussel;Adam;2025;1;5876.44
88052839764;Marchand;Élise;2025;1;509.04
88010699105;Gautier;Julien;2025;1;2099.09
81061896148;Lemaire;Sophie;2025;1;7419.14
85100672874;Schmitt;Valérie;2025;1;5106.46
91051722745;Dumont;Nadia;2025;1;3949.10
85070374331;Gautier;Pierre;2025;1;4265.01
94042787922;Brunet;Leïla;2025;1;1764.01
91041626332;Blanchard;Romain;2025;1;18449.99
87031179940;Lambert;Ibrahim;2025;1;10192.04
81032131303;Roussel;Sarah;2025;1;1193.72
85122476593;Philippe;Élise;2025;1;5356.04
97012762824;Chevalier;Salima;2025;1;3330.03
80031848495;Perrin;Nadia;2025;1;1880.32
90042084783;Gautier;François;2025;1;2830.98
85042040433;Leclerc;Charlotte;2025;1;3246.05
83042838858;Picard;Claire;2025;1;699.96
86101761671;Meyer;Fatima;2025;1;6486.60
94022732280;Payet;Nadia;2025;1;2669.02
87041033754;Brunet;Hugo;2025;1;2633.41
84092018176;Joly;Youssef;2025;1;740.09
90021321736;Noël;Inès;2025;1;2153.87
85032120796;Simon;Nora;2025;1;3320.46
90062841694;Gaillard;François;2025;1;6734.91
94060422720;Schmitt;Leïla;2025;1;1833.13
85062718259;Moreau;Delphine;2025;1;7472.02
92120381940;Dubois;Vincent;2025;1;1331.89
95021901170;Dumas;Sophie;2025;1;2928.54
86041427572;Rey;Pauline;2025;1;11690.75
02020937819;Vincent;Nadia;2025;1;1013.67
96011922267;Dumont;Mathieu;2025;1;672.31
91061288628;Martin;Mehdi;2025;1;1424.61
01031560088;Barbier;Ibrahim;2025;1;1682.05
92071361902;Fabre;Hugo;2025;1;224.18
88041558070;Rousseau;Youssef;2025;1;4550.82
